,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
contig-2091000000,0.7170211,0.17892423,0.61555547,0.17273638,0.20475014,0.42612696,0.3769979,0.7042102,0.3563479,0.36501232,0.14924566,0.5031168,0.62839824,0.19120976,0.38083115,0.62385803,0.35930872,0.66958785,0.13695158,0.27873412,0.15092762,0.118213475,0.43174464,0.4066264,0.12576303,0.5545233,0.18823276,0.16059117,0.47334093,0.37702888,0.6271843,0.14106946,0.13204049,0.35585478,0.35163555,0.220733,0.17112651,0.14267509,0.4970733,0.25321963,0.4183899,0.4564882,0.49822754,0.52448744,0.16915205,0.43159062,0.3665292,0.3093318,0.10886842,0.13863523,0.49712536,0.12090969,0.38633156,0.30952102,0.11574391,0.19036804,0.13435794,0.23908353,0.16858537,0.13441099,0.17110461,0.2186857,0.15806137,0.38539222,0.17698008,0.53610307,0.38901395,0.48448116,0.12122865,0.44080964
contig-2097000011,0.681404,0.22939259,0.59314555,0.21051629,0.2585786,0.45149386,0.40353084,0.6190776,0.33734268,0.3583057,0.19726503,0.47828108,0.6061437,0.23416683,0.40348744,0.6037577,0.3718901,0.60424554,0.1756727,0.28723827,0.20597313,0.16490209,0.49572504,0.4859674,0.16488026,0.57624185,0.25556016,0.21384138,0.43632585,0.40849763,0.5846242,0.18109487,0.18134211,0.3721311,0.3606582,0.24264178,0.21271124,0.18635604,0.5297707,0.28538796,0.42544207,0.42280585,0.51810753,0.4714155,0.19430248,0.46016496,0.3801771,0.34288332,0.15598594,0.17192604,0.54242814,0.1521579,0.37412816,0.36043948,0.16495264,0.22530586,0.17683457,0.2592438,0.20994852,0.178709,0.21404254,0.25278264,0.18820491,0.3605276,0.21479985,0.47144425,0.43317926,0.5178481,0.15637538,0.4425489
contig-20983000000,0.6849898,0.28185138,0.5463581,0.23501454,0.24854526,0.43442875,0.46331066,0.5095915,0.284478,0.3197648,0.25330374,0.42060834,0.54241425,0.28518382,0.49534637,0.48148638,0.3243853,0.54287124,0.21311937,0.35492113,0.22789584,0.2090031,0.38026178,0.5032622,0.22142918,0.6697165,0.24978405,0.23215945,0.39105204,0.4132649,0.474566,0.21293093,0.20263778,0.48025072,0.41789198,0.226609,0.21909389,0.2225,0.55123806,0.2527117,0.44000575,0.47713947,0.507236,0.487434,0.21753588,0.42639744,0.49569798,0.29416016,0.19057487,0.19024624,0.41889524,0.18951605,0.41963762,0.5419431,0.18844269,0.22509155,0.22308557,0.24333419,0.24238044,0.20816869,0.26284388,0.22365887,0.2038029,0.2904803,0.23263557,0.40590942,0.49485722,0.53283185,0.19954361,0.4285941
contig-21001000003,0.7513499,0.18300602,0.548183,0.1533296,0.14718273,0.4382149,0.4157494,0.5469129,0.22620691,0.30186522,0.15157159,0.44711304,0.52441776,0.19596969,0.5127896,0.4170461,0.3019609,0.50015324,0.11327323,0.30522245,0.13254075,0.11724247,0.31300592,0.5113272,0.12565339,0.72529256,0.16357476,0.13733695,0.39106783,0.38713616,0.49274278,0.122780815,0.1168847,0.5831539,0.37343878,0.14869967,0.13718857,0.12648833,0.524995,0.15799214,0.35674614,0.5130111,0.45866373,0.4558905,0.13335003,0.36462164,0.4628073,0.22851203,0.09851893,0.10003995,0.42667294,0.10506752,0.4078845,0.5511986,0.10743637,0.14982308,0.11953298,0.16729589,0.15627718,0.112976745,0.15733112,0.15120764,0.114250965,0.22589093,0.13813697,0.3592905,0.43824458,0.50799626,0.115294345,0.43856326
contig-21014000006,0.67299074,0.249482,0.59782463,0.21624853,0.23438989,0.436623,0.3972255,0.69627225,0.4472766,0.42994487,0.22560473,0.4094247,0.49987075,0.2746481,0.3902017,0.5772479,0.36718917,0.56946194,0.18765755,0.32315028,0.18706757,0.1680721,0.42164811,0.35078847,0.18981852,0.5311343,0.24196835,0.22012444,0.5581448,0.453501,0.592679,0.2216402,0.21571821,0.3537992,0.37461594,0.26774332,0.22120954,0.19059123,0.53190815,0.26973385,0.42016518,0.43636516,0.5156831,0.5460787,0.233194,0.46808916,0.40008307,0.37755343,0.1685334,0.20428784,0.49316227,0.195166,0.3946081,0.31464967,0.19109555,0.2829133,0.22120152,0.27978194,0.2421091,0.19571526,0.21593398,0.25607067,0.20588037,0.44007984,0.21581177,0.5448735,0.43593156,0.5062999,0.18851754,0.43869665
contig-21022000005,0.7447683,0.1823343,0.5428126,0.14971471,0.13910626,0.4032244,0.44842362,0.63066655,0.24205145,0.38140348,0.15771648,0.41623506,0.5533495,0.1960568,0.55074406,0.48808515,0.32731473,0.52631164,0.105894186,0.32656494,0.115058176,0.103667945,0.35225406,0.46670955,0.11365508,0.67752075,0.15723537,0.13615936,0.38520125,0.3684341,0.5406166,0.1345546,0.11235847,0.49367988,0.32335272,0.13795088,0.13658851,0.11175527,0.54642296,0.13940723,0.37064207,0.48757297,0.4610738,0.5051571,0.12379532,0.38013035,0.42253247,0.2809539,0.09085313,0.10006864,0.4637066,0.10455611,0.45326662,0.44237098,0.101527534,0.15321833,0.118483,0.15138984,0.14937556,0.10687133,0.13665454,0.15543626,0.10239179,0.25995266,0.1266525,0.34510672,0.42955342,0.5095378,0.099461436,0.47616547
contig-21031000011,0.66168207,0.26850796,0.60160416,0.24187729,0.27249086,0.4347415,0.41163963,0.6549869,0.4269295,0.38961637,0.24409907,0.42465967,0.5526889,0.27443302,0.40462005,0.60680294,0.40383744,0.62505114,0.22412917,0.36509588,0.22805224,0.2037526,0.41905597,0.38561255,0.21578085,0.5253743,0.26675487,0.25577727,0.51167774,0.43810892,0.552938,0.23718558,0.22049522,0.3978079,0.37540078,0.30617896,0.25517368,0.226072,0.5409601,0.31450328,0.4681085,0.43559545,0.525939,0.517962,0.258855,0.48086226,0.40487286,0.3608986,0.20055969,0.24757625,0.48465067,0.2245475,0.39377975,0.3398333,0.20943855,0.3027678,0.2364313,0.3104252,0.24464843,0.23946227,0.24379607,0.27762094,0.24286921,0.40064737,0.2514039,0.5520611,0.44115877,0.51913095,0.22307841,0.4542544
contig-21033000008,0.74137855,0.16703497,0.527175,0.14585584,0.14493577,0.41183242,0.4340367,0.52725244,0.1981738,0.30617124,0.1480961,0.43450797,0.5044104,0.19212407,0.49527723,0.42160574,0.25642264,0.46196374,0.10348168,0.2885714,0.1204784,0.11607853,0.318754,0.4994945,0.12516513,0.747586,0.15247032,0.12248892,0.38775927,0.3632007,0.4709582,0.1205323,0.112540215,0.5755719,0.3769342,0.13610964,0.12376151,0.116592035,0.52428335,0.1421321,0.35256106,0.53481525,0.46947572,0.46593744,0.12850274,0.3457198,0.51750356,0.21802786,0.092233665,0.09737321,0.4037031,0.10079868,0.4010007,0.58148336,0.09599964,0.1412821,0.1156235,0.15371169,0.16147669,0.11275089,0.15641095,0.1349708,0.10872622,0.22720358,0.12947659,0.31850973,0.43629164,0.49537033,0.105594315,0.4438638
contig-2106000001,0.78035617,0.17499505,0.5285856,0.11728329,0.12914956,0.395068,0.4350015,0.56319076,0.19761983,0.30638835,0.14052789,0.35901573,0.5778149,0.18693209,0.5621642,0.44990042,0.2720626,0.5100576,0.09143762,0.29801822,0.10124166,0.08757358,0.36691797,0.48968995,0.096171066,0.7505774,0.14096604,0.122591436,0.34193036,0.3436246,0.4957276,0.10688011,0.09230182,0.5610004,0.31445333,0.107363984,0.11220738,0.09108387,0.53358364,0.12259017,0.3482257,0.4957955,0.44404966,0.46779144,0.10658719,0.3481844,0.4869927,0.24690568,0.07315316,0.07649507,0.44062182,0.083384,0.43006352,0.55752134,0.08149784,0.11584445,0.10146917,0.12996578,0.12436646,0.08606649,0.12754367,0.11647894,0.09088067,0.2249951,0.10403628,0.35549065,0.43739405,0.4978653,0.08521582,0.45207417
contig-2107000003,0.8624328,0.0763568,0.4847079,0.036239214,0.046189796,0.3058489,0.39187786,0.49637923,0.07377987,0.20217237,0.04315269,0.31735528,0.6044014,0.09578314,0.48503467,0.33231145,0.113859355,0.47096467,0.02244614,0.18025716,0.027861787,0.024884121,0.20422204,0.48133612,0.031283047,0.9697006,0.045526866,0.03152033,0.30085057,0.21617083,0.39553303,0.028947843,0.027164318,0.9017197,0.3034104,0.03576061,0.031174086,0.027397364,0.47173902,0.04390881,0.3181324,0.64680076,0.3675224,0.54822373,0.0382989,0.22459103,0.70407546,0.096906334,0.016195642,0.019915268,0.22917865,0.020925235,0.29861912,0.8788582,0.019884298,0.03261673,0.03173585,0.047556736,0.054109145,0.024104279,0.06224041,0.03524886,0.026867624,0.10018695,0.026141588,0.19162695,0.38941604,0.40519512,0.023523074,0.39134434
contig-21116000004,0.6523973,0.24357146,0.59865093,0.21826142,0.24007982,0.44978118,0.39338624,0.66869956,0.4513145,0.40477538,0.22329232,0.4380237,0.52911735,0.26258263,0.35567588,0.6272431,0.3331718,0.5396018,0.1912457,0.33753434,0.19780521,0.1752676,0.39482355,0.37931135,0.18152834,0.5224339,0.2491299,0.23129807,0.59414625,0.45020702,0.54011136,0.21204291,0.21186227,0.37728435,0.35775945,0.3152539,0.2232457,0.19907343,0.51356477,0.28889185,0.4189618,0.42851055,0.5275103,0.5134143,0.2190869,0.48678076,0.40955657,0.35390672,0.17037156,0.2100724,0.499409,0.19085386,0.3629842,0.311351,0.19097982,0.2811988,0.21660423,0.30997702,0.23178947,0.21555534,0.22218408,0.257776,0.22469217,0.40497243,0.24264973,0.5241492,0.4192086,0.5152352,0.18684271,0.4229091
contig-21287000007,0.90821177,0.028632216,0.6152797,0.012611872,0.017246747,0.29837918,0.2921832,1.2623773,0.24886476,0.31120265,0.014189188,0.4312338,0.87580824,0.029456342,0.33465528,0.8363801,0.16098115,0.5717945,0.006657444,0.12451615,0.0070102685,0.0036237068,0.29418397,0.19938971,0.0051703076,0.529381,0.018774193,0.013435892,0.7812923,0.20703813,0.7067627,0.009205871,0.007938501,0.27007952,0.09125124,0.033873163,0.01557637,0.006129041,0.37933126,0.028329933,0.20660879,0.39549914,0.32964632,0.6325578,0.013651698,0.2947981,0.22410393,0.16643138,0.0032208492,0.007117867,0.5063758,0.006002377,0.24690671,0.121892445,0.0055227084,0.024050979,0.008002246,0.030797321,0.01572436,0.0064364513,0.013071797,0.025741894,0.011158916,0.21704005,0.01079741,0.4880755,0.19856063,0.2988785,0.0046094353,0.47626528
contig-213000009,0.72464126,0.20659639,0.5983469,0.14507478,0.17773485,0.4368694,0.3804776,0.7202375,0.29578558,0.42643,0.17751157,0.431779,0.5773848,0.2010042,0.43556097,0.6466935,0.33265775,0.59766936,0.13838904,0.313935,0.12563919,0.119164065,0.45622653,0.39717585,0.12156208,0.51683193,0.17012464,0.1636861,0.42815334,0.4134905,0.6037589,0.14548239,0.12984686,0.41951013,0.28657892,0.16863655,0.15219271,0.11589107,0.5086933,0.23034866,0.36020935,0.38719353,0.4705165,0.50874424,0.17968509,0.44147116,0.35654446,0.33825198,0.10201218,0.12913899,0.5990932,0.116952576,0.36585975,0.35013178,0.11867253,0.20150846,0.13015743,0.2051924,0.15817758,0.1198178,0.16365886,0.19919595,0.17337757,0.47609106,0.16084729,0.51309586,0.37618202,0.47428176,0.1100396,0.46168357
contig-21377000011,0.68868333,0.16246344,0.6081048,0.15304098,0.13463055,0.4081827,0.40812486,0.81724894,0.47010922,0.41637754,0.1479534,0.41393322,0.5525205,0.1880059,0.4109939,0.66652423,0.33419913,0.46872258,0.1010445,0.30272862,0.10282632,0.09069811,0.35792452,0.2993853,0.10125017,0.52923626,0.16076091,0.14509013,0.72721416,0.39881164,0.5917327,0.14132969,0.13789076,0.29901004,0.25483355,0.22160561,0.15625343,0.10662073,0.4958408,0.16500399,0.35798272,0.39789712,0.4951113,0.5372111,0.12980466,0.4268627,0.35974666,0.3446435,0.08832894,0.122310564,0.48479217,0.120651595,0.39511973,0.23165359,0.10884351,0.21325634,0.13457584,0.20738697,0.15960276,0.11947829,0.12586616,0.16293262,0.11108152,0.35535014,0.13398851,0.49864405,0.38200065,0.46821362,0.10669756,0.48233548
contig-21407000009,0.66784984,0.15172514,0.6027483,0.14517623,0.15349126,0.40146697,0.3795175,0.7705542,0.42152432,0.35696205,0.14888448,0.45333868,0.5794145,0.18567201,0.34842128,0.6582848,0.27210173,0.5129874,0.109936655,0.2662462,0.10493486,0.09421906,0.34102574,0.30253997,0.10994541,0.510926,0.14415297,0.12783095,0.6932156,0.38945565,0.5705053,0.12900655,0.120170936,0.32779035,0.27671587,0.21684727,0.15699556,0.112121925,0.4982494,0.19164634,0.3790232,0.41242,0.48143336,0.59717464,0.13778058,0.44616592,0.36517614,0.30074427,0.08611965,0.12718831,0.42142883,0.10917628,0.35030913,0.25354135,0.10977431,0.2080652,0.12665963,0.22970396,0.15873401,0.12162879,0.13592692,0.1697919,0.121829756,0.3495381,0.15894555,0.55508673,0.38751012,0.4599334,0.10563186,0.4551081
contig-21439000010,0.94956946,0.023228673,0.5915216,0.01105965,0.016923068,0.2747568,0.29148903,1.3789122,0.18500288,0.27684703,0.014516691,0.39125612,0.908407,0.030195242,0.38555154,0.80845064,0.16081713,0.63565826,0.005829594,0.14767773,0.005125478,0.00331044,0.3687684,0.1598518,0.005568587,0.5472747,0.013639822,0.010265881,0.6425918,0.18646398,0.81467676,0.008988395,0.006317881,0.24996047,0.0838318,0.021229181,0.0133073265,0.005013988,0.38977697,0.02764021,0.2254054,0.39547658,0.32838574,0.8073877,0.012959071,0.2605178,0.22369672,0.16132066,0.0025442631,0.0070341798,0.45011157,0.00576026,0.28234163,0.10061727,0.0033921816,0.02131227,0.007507563,0.028896192,0.01539549,0.005361701,0.011944438,0.021683877,0.0086469045,0.27740064,0.009058569,0.58287954,0.1877681,0.30206513,0.004010967,0.5700092
contig-21460000002,0.7310828,0.18853195,0.53321093,0.13137275,0.13500725,0.3962379,0.44575,0.5573418,0.20835638,0.30990997,0.14991544,0.40352204,0.59412134,0.19797176,0.56088805,0.45465818,0.28409377,0.51083606,0.10191658,0.32781732,0.11611526,0.09961672,0.32922834,0.4930718,0.10940231,0.7362404,0.14019752,0.13361207,0.3710604,0.34421328,0.47735405,0.117027976,0.102202274,0.5486171,0.31878206,0.124447204,0.1320241,0.110343896,0.5370527,0.13319969,0.3746149,0.4779534,0.4539852,0.47405428,0.11112825,0.3641161,0.4939722,0.24535857,0.08227383,0.08794986,0.39686942,0.0972365,0.43674102,0.5294386,0.087100565,0.12297954,0.11814632,0.1448805,0.139969,0.09552833,0.14455114,0.1343024,0.09510503,0.20215786,0.11378722,0.34800127,0.43968263,0.504506,0.098600805,0.44676465
contig-2147000005,0.69209224,0.25098068,0.5731955,0.2649736,0.26428157,0.4216503,0.4618875,0.51693,0.30193794,0.35135347,0.23296143,0.46774822,0.58229166,0.25363496,0.46256924,0.50905067,0.3610622,0.5904503,0.19647726,0.3299406,0.23645435,0.20094287,0.4107934,0.54717755,0.22397491,0.6815892,0.27951676,0.24036613,0.40529838,0.3906328,0.4859751,0.20127726,0.1924685,0.43876776,0.41856602,0.24896552,0.21626724,0.21910633,0.5576284,0.26223347,0.44786224,0.48283455,0.5278125,0.44087967,0.20855428,0.42109057,0.49154347,0.306137,0.18860689,0.1891265,0.44120327,0.18667339,0.47062713,0.4708822,0.17498533,0.22202666,0.20409735,0.25882646,0.23918432,0.20076783,0.24209693,0.25563067,0.2027577,0.2961189,0.23033778,0.44214907,0.49198344,0.53662723,0.19257508,0.41520342
contig-21529000002,0.6944831,0.19092378,0.62067497,0.12366081,0.19575025,0.40786153,0.35852876,0.8112701,0.40037626,0.3489671,0.17024317,0.39196202,0.55284834,0.19411312,0.27587542,0.6554164,0.25288263,0.5640518,0.11985239,0.28478184,0.10521507,0.097774796,0.5049357,0.28194526,0.13654701,0.4660999,0.15813036,0.1280787,0.6297424,0.39378402,0.58338726,0.12813461,0.12979011,0.3112553,0.28886756,0.20378995,0.13374202,0.115442105,0.51197773,0.23651317,0.38178542,0.39384544,0.46447337,0.6549138,0.18213521,0.44429782,0.3953877,0.32005093,0.08838635,0.14636253,0.48214662,0.12434278,0.32225946,0.2368357,0.1064542,0.19447887,0.14886466,0.21828692,0.17833316,0.13111953,0.16501915,0.17693286,0.1535701,0.57112634,0.141209,0.7199173,0.35592532,0.45427114,0.10294709,0.4526297
contig-21573000009,0.751519,0.18216164,0.53887606,0.13382721,0.14863452,0.38116524,0.42658937,0.49824715,0.20243335,0.26755667,0.14162742,0.42720848,0.6187277,0.18963155,0.51685935,0.44809622,0.26113313,0.53839266,0.10073347,0.30193555,0.1260734,0.10377767,0.3683626,0.5325191,0.11711545,0.7498658,0.15914759,0.13498205,0.34696892,0.32444218,0.46045822,0.11205788,0.09959806,0.53659046,0.36451003,0.13210014,0.1257174,0.11956471,0.5271128,0.14729723,0.3762973,0.5038386,0.46387017,0.43005997,0.11273608,0.3555757,0.5362576,0.2114735,0.08856256,0.088296205,0.39183965,0.09566462,0.44164422,0.58492166,0.08515605,0.117334604,0.11623604,0.16168703,0.14156863,0.11071662,0.17290968,0.12787668,0.101699635,0.20006423,0.12101067,0.37285334,0.45571077,0.49626023,0.09830102,0.43703437
contig-2159000003,0.6753321,0.19710146,0.6061455,0.1515089,0.22720966,0.44367492,0.3861467,0.7496547,0.41572282,0.3143412,0.1963751,0.4309286,0.5558725,0.21636,0.31869686,0.6333654,0.27482688,0.5311159,0.15505554,0.30338913,0.13334732,0.12597808,0.45271552,0.30356216,0.15649323,0.4834451,0.16158226,0.15439063,0.6236745,0.41653347,0.5806392,0.1617217,0.15244864,0.31600457,0.31130457,0.2281911,0.16579741,0.13747475,0.5232993,0.26202488,0.37443766,0.37969145,0.47647858,0.6148196,0.1922061,0.44133928,0.36069244,0.31623867,0.11900882,0.17001611,0.5054829,0.13703443,0.35900775,0.2675143,0.12729873,0.21822788,0.17042264,0.24410251,0.20884445,0.16126253,0.1958612,0.18666735,0.16363125,0.50003546,0.1914359,0.70935047,0.3854776,0.47936243,0.12554415,0.5006391
contig-21632000007,0.6670801,0.29711893,0.5815659,0.26918444,0.2549944,0.43363956,0.46499938,0.63126326,0.37629208,0.39999628,0.30113086,0.41968313,0.5144751,0.2812246,0.44435027,0.57953244,0.362921,0.5012089,0.24075808,0.345509,0.22167581,0.21729034,0.43194973,0.40494746,0.22786272,0.5860318,0.25099802,0.24220173,0.5001647,0.4628685,0.5243044,0.24531977,0.22468188,0.3430793,0.34229755,0.26917773,0.2594419,0.21314,0.5538501,0.28834072,0.40186375,0.4011297,0.50979346,0.5337563,0.2591884,0.4621184,0.4106477,0.4111204,0.20436607,0.2328465,0.5349494,0.21517974,0.442656,0.35930374,0.21844617,0.28646892,0.2421672,0.275999,0.26753852,0.2183008,0.23201776,0.27836666,0.23158787,0.41762766,0.27757567,0.5687868,0.46188954,0.53531915,0.22139432,0.45668912
contig-21717000011,0.6664257,0.2635296,0.5950779,0.23473714,0.24054731,0.4496601,0.42161912,0.65989894,0.42713466,0.4320338,0.2550243,0.42974034,0.50784194,0.2811132,0.4183137,0.58964676,0.3721074,0.51216394,0.19483131,0.34394225,0.20668063,0.18482435,0.44061938,0.3951673,0.2056934,0.5566057,0.26722547,0.2306925,0.5342142,0.4742546,0.539158,0.22654401,0.22197844,0.36147213,0.34275585,0.27558336,0.23077238,0.2031091,0.5364545,0.27078256,0.39517498,0.4141715,0.52516454,0.49114686,0.2301768,0.46683714,0.4014676,0.38477477,0.18143548,0.20690748,0.54541653,0.20013937,0.39374533,0.3283405,0.20118232,0.28653997,0.2201139,0.2793323,0.2526284,0.21158302,0.22177686,0.2545213,0.2186512,0.4185453,0.24493848,0.52675056,0.43576115,0.51924163,0.19254607,0.4412278
contig-21816000009,0.70538443,0.19749597,0.60097444,0.16186742,0.17449357,0.43386522,0.40109178,0.7671215,0.37753886,0.40427217,0.16563512,0.47529858,0.57771647,0.20359859,0.37180904,0.65593266,0.31549653,0.5556768,0.12882568,0.28225407,0.121105514,0.10890905,0.40784392,0.33578143,0.12583536,0.51826435,0.16285229,0.14710894,0.5792048,0.41115716,0.5996169,0.14990744,0.14179315,0.3292124,0.2926144,0.20526744,0.16737646,0.11564282,0.5141063,0.22220841,0.36898568,0.3996188,0.47717017,0.5748486,0.17180257,0.44305265,0.3535589,0.34006053,0.10432426,0.13892369,0.5526541,0.115646645,0.38081592,0.26400423,0.11721024,0.19350198,0.13634183,0.22086406,0.18761456,0.12643705,0.15229294,0.21638678,0.15310746,0.4255224,0.15679686,0.557808,0.39047426,0.47612986,0.11100215,0.4557141
contig-21974000005,0.68947375,0.22882995,0.5479058,0.21547146,0.21230981,0.42125425,0.44363007,0.52060604,0.27086684,0.35145104,0.212046,0.42911467,0.5090071,0.2756695,0.469752,0.47304994,0.30140033,0.50812757,0.1700489,0.31978697,0.19100386,0.1869843,0.34592658,0.50689405,0.20168357,0.66904634,0.21732756,0.18870717,0.39364806,0.40651882,0.47993046,0.19071428,0.17595318,0.5812448,0.42395803,0.19719349,0.19067506,0.18432479,0.54710895,0.20772608,0.41886732,0.50829476,0.49421367,0.47626567,0.21054468,0.3952792,0.52803177,0.2582887,0.1635533,0.1620785,0.42547092,0.17023896,0.39714813,0.546086,0.16733411,0.20163406,0.1861514,0.21861634,0.23116915,0.18065983,0.23323488,0.19905597,0.18529235,0.2823125,0.19743353,0.35828802,0.47388658,0.5237051,0.16816741,0.4224604
contig-22006000003,0.6699574,0.2563241,0.6046345,0.19940682,0.22501387,0.41077298,0.42376718,0.70875746,0.44527707,0.40605146,0.2149767,0.41095635,0.55305696,0.25014344,0.3669653,0.6486336,0.33176655,0.52930754,0.18046398,0.31761467,0.1712812,0.1506095,0.4085344,0.34080806,0.17394865,0.5229137,0.20837912,0.20339103,0.5775834,0.41697213,0.5431924,0.19509284,0.19282924,0.32112244,0.3258905,0.27923,0.215161,0.16349852,0.53157,0.26420707,0.41580692,0.38631487,0.5093393,0.5712417,0.21329255,0.45687735,0.4037986,0.38577077,0.15314807,0.18812768,0.5049766,0.17085764,0.39804316,0.2930627,0.16063818,0.2425896,0.20604396,0.26833525,0.22947836,0.18797211,0.20497139,0.2409999,0.19675148,0.43857586,0.19858067,0.6039397,0.42461896,0.50241876,0.16707663,0.44590777
contig-22077000009,0.69420713,0.25360748,0.5380299,0.22036661,0.2260099,0.42169905,0.44759652,0.5117481,0.27758852,0.34562,0.23587054,0.43031645,0.5103745,0.27701557,0.49835175,0.48086786,0.30015573,0.53620535,0.18762167,0.3688273,0.20376126,0.20406722,0.341369,0.47879457,0.21015124,0.6605193,0.2271936,0.2105443,0.39513168,0.4123845,0.46390045,0.20989403,0.19464481,0.5636976,0.4239206,0.21481918,0.20338121,0.20514901,0.5403806,0.2250785,0.43179896,0.49664494,0.4986716,0.4726733,0.21770477,0.41894698,0.5159986,0.2571419,0.17919143,0.1884817,0.41071305,0.18114927,0.39883295,0.5845204,0.17701994,0.21561405,0.19562508,0.24036042,0.23639433,0.20234726,0.25940162,0.2038339,0.19940114,0.28803912,0.21509822,0.38765234,0.47893208,0.51683664,0.19040066,0.42688423
contig-2209000005,0.7995478,0.1420772,0.537151,0.08961151,0.106954455,0.3904894,0.40449968,0.5086475,0.14612596,0.24406898,0.09026306,0.45578593,0.6512484,0.15131165,0.50153315,0.41812438,0.2243175,0.5533354,0.06106389,0.25480258,0.085396215,0.05925949,0.3120012,0.5565606,0.07211276,0.80588233,0.106507786,0.08578415,0.3197305,0.28914776,0.48229164,0.06633761,0.06189691,0.60546386,0.3250326,0.08320226,0.08528304,0.07470493,0.5096352,0.10665802,0.34785601,0.5150554,0.43270484,0.4417851,0.076173656,0.32250866,0.50212425,0.16866715,0.048206393,0.055006877,0.3592777,0.055547185,0.3869382,0.63107026,0.04979744,0.07235153,0.067444876,0.11327057,0.09520475,0.059512917,0.11338606,0.088741705,0.065461725,0.15949899,0.07973855,0.35169327,0.417646,0.4614135,0.058915075,0.4196372
contig-222000007,0.69252485,0.23713592,0.5849541,0.20592608,0.21038772,0.44998205,0.42311418,0.7022953,0.37244472,0.38898796,0.23910137,0.42752266,0.497091,0.23852077,0.39281246,0.5793089,0.3181531,0.4966223,0.19220905,0.3198434,0.15966475,0.1703568,0.44979617,0.35037237,0.18122019,0.54173917,0.18751693,0.17534833,0.54803973,0.466532,0.54460347,0.19135538,0.17937925,0.34928104,0.31118858,0.21963121,0.19482544,0.16303258,0.5297752,0.25712293,0.35405332,0.38480276,0.48687,0.53910244,0.22774975,0.44228902,0.38072497,0.3635431,0.13833745,0.18563609,0.5530143,0.17026852,0.39597005,0.31653798,0.15871774,0.24996437,0.17748642,0.24613224,0.22957045,0.16665572,0.19492069,0.21813627,0.19806163,0.50572336,0.22459094,0.6732747,0.41970137,0.49408817,0.16234934,0.4673137
contig-22320000011,0.65696377,0.23097357,0.6072189,0.2189492,0.23621531,0.42466557,0.41965508,0.6895812,0.49056715,0.37013066,0.22550283,0.41418853,0.55292124,0.23593014,0.3590297,0.6275411,0.3345929,0.5142664,0.17773175,0.32444367,0.18573646,0.16741267,0.4533972,0.35548374,0.18741256,0.50724673,0.2511233,0.21488026,0.6183106,0.44040495,0.5309871,0.20156741,0.20437656,0.33002412,0.31826794,0.31082258,0.22340663,0.185461,0.52493453,0.2727746,0.4110961,0.40254626,0.5201932,0.50388175,0.21531287,0.47260255,0.4096312,0.36591226,0.1611223,0.20759378,0.50738627,0.18921895,0.38739124,0.2854832,0.182731,0.2771727,0.20384741,0.29048324,0.23262793,0.21222776,0.2154949,0.24083537,0.20370565,0.42261642,0.2183218,0.580199,0.4154874,0.51071334,0.18257576,0.45580253
contig-2235000008,0.77696735,0.07917801,0.5936893,0.06346713,0.07805004,0.37688005,0.3504638,0.9329545,0.2756103,0.38871852,0.062781416,0.45627016,0.61646515,0.10239393,0.32145712,0.7025946,0.23541121,0.58733803,0.042005148,0.19146337,0.040585607,0.03441314,0.3375989,0.27589262,0.039143417,0.5123426,0.06358381,0.055405423,0.6582268,0.30993426,0.66781443,0.051857945,0.045125846,0.32907405,0.21568199,0.105284385,0.06523269,0.037651498,0.455207,0.10564162,0.3137379,0.42377672,0.4377945,0.6641468,0.07305654,0.37383324,0.28810945,0.24707536,0.029025663,0.04525289,0.49363625,0.038839594,0.33989593,0.19140795,0.03617253,0.11145492,0.04425683,0.11339861,0.0766183,0.044488892,0.059436757,0.09393466,0.055053473,0.34326693,0.062282976,0.47351688,0.28401947,0.3958674,0.032748953,0.48808616
contig-22356000006,0.7029632,0.23888688,0.5849051,0.18584429,0.19909933,0.40660506,0.42428675,0.6063889,0.3490792,0.3752688,0.19220687,0.40306005,0.61634326,0.23994339,0.44562587,0.5866685,0.33233503,0.5661128,0.14235845,0.31503087,0.16264421,0.13194293,0.40051827,0.41739926,0.14878996,0.6060568,0.22182757,0.18862179,0.4781642,0.3878905,0.50712514,0.16742124,0.15653889,0.40029275,0.33333713,0.22941183,0.19199233,0.15807256,0.5202671,0.22682682,0.43510592,0.43582392,0.51123846,0.48465884,0.17354606,0.43764254,0.47455716,0.30944896,0.13370103,0.15062518,0.45783773,0.14900485,0.40240198,0.37811732,0.13915107,0.19853532,0.1757361,0.2334218,0.19171385,0.16919191,0.20145446,0.20014416,0.16750795,0.3109863,0.17589827,0.4736786,0.43433562,0.51541793,0.14868231,0.43241742
